Date,Price,Open,High,Low,
05/06/20,2023.87,1978.18,2055.97,1930.5,
05/05/20,1962.56,2031.11,2048.08,1942.38,
05/04/20,1997.86,2048.08,2072,1982.18,
04/30/2020,2163.62,2014.23,2194.97,1972.19,
04/29/2020,1967.45,1963.45,2015.63,1938.24,
04/28/2020,1940.34,1947.53,1969.99,1912.88,
04/27/2020,1932.45,1906.29,1946.23,1894.75,
04/24/2020,1892.11,1839.88,1936.64,1837.38,
04/23/2020,1862.35,1897.3,1920.71,1852.36,
04/22/2020,1884.97,1797.44,1902.29,1794.34,
04/21/2020,1824.95,1782.56,1836.29,1755.5,
04/20/2020,1803.28,1872.28,1877.28,1784.51,
04/17/2020,1833.29,1837.33,1872.33,1809.42,
04/16/2020,1780.12,1797.44,1804.88,1750.06,
04/15/2020,1821.51,1937.24,1971.19,1809.12,
04/13/2020,1916.32,1949.22,2020.62,1885.37,
04/09/20,1988.07,1876.48,2010.54,1850.37,
04/08/20,1819.06,1699.58,1881.12,1697.58,
04/07/20,1766.68,1627.68,1786.46,1621.34,
04/03/20,1579.8,1607.76,1620.69,1540.96,
04/01/20,1637.32,1587.84,1645.01,1562.77,
03/31/2020,1594.18,1590.73,1631.43,1562.77,
03/30/2020,1551.29,1632.68,1637.67,1540.11,
03/27/2020,1658.84,1812.42,1827.75,1638.27,
03/26/2020,1799.34,1687.5,1825.35,1643.26,
03/25/2020,1665.28,1557.78,1681.11,1523.13,
03/24/2020,1624.74,1647.65,1751.61,1472.9,
03/23/2020,1613.7,1631.83,1670.77,1517.84,
03/20/2020,1813.12,1722.55,1843.08,1672.62,
03/19/2020,1710.01,1645.66,1786.46,1559.73,
03/18/2020,1678.76,1838.38,1857.36,1663.63,
03/17/2020,1838.53,1780.46,1900.89,1753.85,
03/16/2020,1780.96,1815.41,1842.38,1772.78,
03/13/2020,1881.27,1758.5,1940.24,1532.82,
03/12/20,1904.49,1953.22,1976.14,1791.2,
03/11/20,2033.15,1965.2,2046.89,1946.13,
03/09/20,1953.27,1992.16,2008.64,1912.58,
03/06/20,2035.4,1968.2,2050.53,1968.2,
03/05/20,2060.97,2058.77,2090.12,2049.38,
03/04/20,2043.44,2067.06,2070.4,1997.66,
03/03/20,2051.93,1973.19,2060.92,1973.19,
03/02/20,1972.64,2097.01,2107,1958.21,
02/28/2020,2048.83,2077.04,2107,2031.06,
02/27/2020,2107.25,2144.85,2155.58,2098.01,
02/26/2020,2139.5,2176.9,2191.88,2132.96,
02/25/2020,2181.04,2187.09,2210.85,2160.97,
02/24/2020,2181.09,2216.84,2216.84,2171.91,
02/20/2020,2237.06,2263.78,2272.76,2232.27,
02/19/2020,2248.4,2270.77,2274.76,2223.88,
02/18/2020,2249.45,2279.95,2279.95,2221.84,
02/17/2020,2280.1,2331.68,2331.68,2266.32,
02/14/2020,2353.15,2420.55,2434.33,2347.76,
02/13/2020,2405.52,2415.56,2437.83,2397.59,
02/12/20,2419.6,2406.57,2426.54,2396.59,
02/11/20,2393.04,2411.57,2439.88,2386.6,
02/10/20,2382.31,2446.02,2453.96,2371.77,
02/07/20,2439.98,2476.47,2492.45,2417.91,
02/06/20,2407.87,2391.59,2423.55,2351.65,
02/05/20,2369.88,2468.48,2475.38,2342.21,
02/04/20,2458.55,2408.57,2481.07,2397.39,
02/03/20,2372.77,2387.6,2465.49,2354.65,
02/01/20,2443.42,2486.31,2527.4,2376.77,
01/31/2020,2498.29,2504.43,2518.31,2488.51,
01/30/2020,2478.77,2483.41,2518.41,2460.5,
01/29/2020,2482.81,2480.47,2506.43,2466.49,
01/28/2020,2465.34,2453.26,2505.38,2436.53,
01/27/2020,2452.26,2452.51,2494.95,2421.6,
01/24/2020,2465.14,2436.53,2471.28,2423.65,
01/23/2020,2426.29,2393.59,2431.39,2376.62,
01/22/2020,2395.64,2405.27,2406.57,2375.62,
01/21/2020,2395.29,2406.57,2409.22,2371.62,
01/20/2020,2412.17,2450.51,2456.15,2406.67,
01/17/2020,2450.51,2441.52,2471.38,2418.16,
01/16/2020,2431.04,2471.43,2471.43,2423.55,
01/15/2020,2472.78,2416.51,2477.02,2410.57,
01/14/2020,2407.97,2363.63,2415.36,2357.69,
01/13/2020,2363.38,2379.51,2379.51,2349,
01/10/20,2360.09,2353.65,2384.3,2347.66,
01/09/20,2351.2,2337.67,2361.64,2322.79,
01/08/20,2314.25,2318.7,2341.72,2307.26,
01/07/20,2344.71,2374.62,2396.49,2333.68,
01/06/20,2364.78,2425.5,2425.5,2356.69,
01/03/20,2428.89,2416.56,2445.52,2411.57,
01/02/20,2426,2444.32,2448.51,2413.61,
01/01/20,2429.09,2451.41,2459.05,2423.9,
12/31/2019,2439.58,2462.99,2470.48,2429.99,
12/30/2019,2475.52,2442.52,2481.47,2437.53,
