Symbol,Date,Expiry,Strike Price,Stock Price,Call Price,Put Price
AMBUJACEM,29-Dec-22,29-Dec-22,660,522.75,0.05,146.9
AMBUJACEM,29-Dec-22,29-Dec-22,585,522.75,0.05,64.3
AMBUJACEM,29-Dec-22,29-Dec-22,480,522.75,39.9,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,640,522.75,0.05,132.35
AMBUJACEM,29-Dec-22,25-Jan-23,630,522.75,1.6,106.7
AMBUJACEM,29-Dec-22,25-Jan-23,515,522.75,26.5,16.45
AMBUJACEM,29-Dec-22,25-Jan-23,475,522.75,77.5,5.75
AMBUJACEM,29-Dec-22,25-Jan-23,430,522.75,111.4,1.55
AMBUJACEM,29-Dec-22,25-Jan-23,455,522.75,91.75,5.5
AMBUJACEM,29-Dec-22,25-Jan-23,415,522.75,124,4.8
AMBUJACEM,29-Dec-22,25-Jan-23,330,522.75,203.1,0.25
AMBUJACEM,29-Dec-22,25-Jan-23,520,522.75,23.45,18.7
AMBUJACEM,29-Dec-22,25-Jan-23,460,522.75,88.05,3.75
AMBUJACEM,29-Dec-22,25-Jan-23,625,522.75,15.3,102.75
AMBUJACEM,29-Dec-22,25-Jan-23,440,522.75,103.3,1.9
AMBUJACEM,29-Dec-22,25-Jan-23,665,522.75,9.05,135.85
AMBUJACEM,29-Dec-22,25-Jan-23,590,522.75,3.95,81.5
AMBUJACEM,29-Dec-22,25-Jan-23,405,522.75,132.75,3.7
AMBUJACEM,29-Dec-22,25-Jan-23,565,522.75,7.45,45.8
AMBUJACEM,29-Dec-22,25-Jan-23,650,522.75,1.1,123.1
AMBUJACEM,29-Dec-22,25-Jan-23,365,522.75,169.45,1.05
AMBUJACEM,29-Dec-22,25-Jan-23,360,522.75,174.2,0.9
AMBUJACEM,29-Dec-22,25-Jan-23,310,522.75,222.65,0.1
AMBUJACEM,29-Dec-22,25-Jan-23,450,522.75,65.7,2.85
AMBUJACEM,29-Dec-22,25-Jan-23,645,522.75,11.8,118.95
AMBUJACEM,29-Dec-22,25-Jan-23,490,522.75,48.15,8.85
AMBUJACEM,29-Dec-22,25-Jan-23,355,522.75,179,0.75
AMBUJACEM,29-Dec-22,25-Jan-23,570,522.75,6.55,59.3
AMBUJACEM,29-Dec-22,25-Jan-23,420,522.75,119.75,1.05
AMBUJACEM,29-Dec-22,25-Jan-23,470,522.75,80.95,4.85
AMBUJACEM,29-Dec-22,25-Jan-23,615,522.75,17.35,94.95
AMBUJACEM,29-Dec-22,25-Jan-23,555,522.75,9.8,47
AMBUJACEM,29-Dec-22,25-Jan-23,385,522.75,150.8,2.05
AMBUJACEM,29-Dec-22,25-Jan-23,500,522.75,36.4,11.9
AMBUJACEM,29-Dec-22,25-Jan-23,380,522.75,155.4,1.75
AMBUJACEM,29-Dec-22,25-Jan-23,370,522.75,164.75,1.25
AMBUJACEM,29-Dec-22,25-Jan-23,575,522.75,8.3,63
AMBUJACEM,29-Dec-22,25-Jan-23,600,522.75,3.15,77.55
AMBUJACEM,29-Dec-22,25-Jan-23,335,522.75,198.25,0.35
AMBUJACEM,29-Dec-22,25-Jan-23,340,522.75,193.4,0.4
AMBUJACEM,29-Dec-22,25-Jan-23,530,522.75,18.5,24.5
AMBUJACEM,29-Dec-22,25-Jan-23,375,522.75,160.05,1.5
AMBUJACEM,29-Dec-22,25-Jan-23,345,522.75,188.6,0.5
AMBUJACEM,29-Dec-22,25-Jan-23,315,522.75,217.75,0.15
AMBUJACEM,29-Dec-22,25-Jan-23,540,522.75,14.3,28.75
AMBUJACEM,29-Dec-22,25-Jan-23,640,522.75,1.3,114.8
AMBUJACEM,29-Dec-22,25-Jan-23,545,522.75,12.5,31
AMBUJACEM,29-Dec-22,25-Jan-23,410,522.75,128.35,1.75
AMBUJACEM,29-Dec-22,25-Jan-23,605,522.75,19.6,87.35
AMBUJACEM,29-Dec-22,25-Jan-23,580,522.75,5,58
AMBUJACEM,29-Dec-22,25-Jan-23,635,522.75,13.45,110.75
AMBUJACEM,29-Dec-22,25-Jan-23,395,522.75,141.65,2.75
AMBUJACEM,29-Dec-22,25-Jan-23,655,522.75,10.35,127.3
AMBUJACEM,29-Dec-22,25-Jan-23,320,522.75,212.85,0.2
AMBUJACEM,29-Dec-22,25-Jan-23,350,522.75,183.8,0.6
AMBUJACEM,29-Dec-22,25-Jan-23,480,522.75,44.7,6.5
AMBUJACEM,29-Dec-22,25-Jan-23,505,522.75,34.15,13.25
AMBUJACEM,29-Dec-22,25-Jan-23,620,522.75,2.05,62
AMBUJACEM,29-Dec-22,25-Jan-23,325,522.75,208,0.2
AMBUJACEM,29-Dec-22,25-Jan-23,495,522.75,37.25,10.15
AMBUJACEM,29-Dec-22,25-Jan-23,585,522.75,4.9,73
AMBUJACEM,29-Dec-22,25-Jan-23,610,522.75,2.5,102
AMBUJACEM,29-Dec-22,25-Jan-23,670,522.75,0.55,147.1
AMBUJACEM,29-Dec-22,25-Jan-23,660,522.75,0.9,131.55
AMBUJACEM,29-Dec-22,25-Jan-23,595,522.75,22.1,80.05
AMBUJACEM,29-Dec-22,25-Jan-23,485,522.75,40,8.5
AMBUJACEM,29-Dec-22,25-Jan-23,510,522.75,29.6,14.85
AMBUJACEM,29-Dec-22,25-Jan-23,400,522.75,137.15,0.75
AMBUJACEM,29-Dec-22,25-Jan-23,525,522.75,20.85,20.2
AMBUJACEM,29-Dec-22,25-Jan-23,445,522.75,99.35,3.25
AMBUJACEM,29-Dec-22,25-Jan-23,465,522.75,84.45,4.35
AMBUJACEM,29-Dec-22,25-Jan-23,425,522.75,115.5,6.15
AMBUJACEM,29-Dec-22,25-Jan-23,675,522.75,0.8,144.55
AMBUJACEM,29-Dec-22,25-Jan-23,435,522.75,107.3,7.75
